reviews,Performance and Stability,Payment,Content,Satisfaction
"Udah langganan malah disuruh langganan lagi , payah",,neg,,neg
Saya udh byr tp kok paket belum aktif ya,,neg,,
Parah gak bisa beli paket premium,,neg,,
Wa aplikasi video bisa mendapatkan kh seluruh film yg kita mau yah,,,pos,pos
Apak sangat bagus dan menghibur aku sangat suka nhi apk,,,,pos
Trims bisa menonton sepak bola..,,,,pos
Makasih ya saya kasih 5 deh.. saya seneng meskipun gak belum saneng banget,,,,pos
oiii saya sudah berlangganan kok blm bisa d pakai nonton sih?,,neg,,
"Apl Ajg eror mulu,ga usah didownload nanti nyesel",neg,,,neg
Seng banget ngak punya tv tapi bisa nonton di apk Vidio markotobb😉😉👍👍,,,,pos
Mantaaapp.sayang inwes tv gk ada chanel nya.,,,neg,pos
Apk ini bagus sangat membantu the best lh pokonya,,,,pos
Mohon ditambahkan opsi pengaturan penggunaan perangkat. Berapa device yang terkoneksi dengan akun. Dan bisa untuk diberikan pengaturan batas maksimum penggunaan akun.,neg,,,
"Saya sangat menyukai Vidio😍. Disini menyimpan banyak Film yg seru-seru, ayo Download Vidio sekarang!",,,pos,pos
Sudah langganan platinum giliran nnton masih gak bisa payah rugi,,neg,,neg
Aplikasiya sangat bagus & cocok,,,,pos
Knp sekarang di video ga bisa nonton acara sctv yg lgi tayang ya?,neg,,,
Bagus loh🤣 apk nya jan banyak update y🤣🤣,neg,,,pos
pdhl berlangganan tapi sering eror,neg,,,
Aplikasiya bagus banget👍 juk donlot sekarang😊,,,,pos
Akhirnya nonton liga Inggris musim depan ga serumit di mola,,,,pos
Saya suka dengan aplikasih in karena sangat keren,,,,pos
ini namanya nonton iklan bukan nonton film !,,,neg,
Udah langganan ko gak masuk gmna sih php nih app nya ;v,,neg,,neg
bagus banget jangan lupa di donlot,,,,pos
😎👍🏻👍🏻👍🏻👍🏻👍🏻 Sering hilang signal bikin kesal,neg,,,neg
Kenapa ya g bisa replay siaran trans7 ?,neg,,,
Saya Sangat Suka Dengan Aplikasi ini bagus sekali,,,,pos
Saya sudah berlangganan n membeli voucher melalui m BCA tetapi voucher tidak bisa digunakan tolong penjelasannya,,neg,,
Sekarang buat bayar paket berlangganan nya ribet,,neg,,
Kenapa susah mau beli paket premiumnya yyy,,neg,,
Semoga film & Drakor nya bisa lebih banyak,,,neg,
Gratis platinum video tapi bisa di pakai,,neg,,
"Pokonya sip, bgtu saja, paket komplit",,,,pos
Pilihannya lengkap mau sinetron ada mau nonton bola ada.,,,pos,
Bagus cman kurang update muvie terbarunya blm keluar,,,neg,pos
"Saya suka aplikasi ini,karena apa yang di cari selalu da.",,,pos,pos
Sangat seru buat nonton video,,,,pos
"film pangeran di pesantren leg semua,suaranya suka mendahului atau ketinggalan,mohon di update kembali BINTANG SATU DULU,assalamuaikum",neg,,,neg
Udah aktifkan paket tapi tidak bisa digunkan.,,neg,,
"intinya saya rugi download, dah gitu aja",,,,neg
Sangat seru apapun yg saya cari ada di apk vido yg saya gunakan ini,,,pos,pos
tiba tiba konten tidak tersedia dinegaramu itu knp ya kak?,neg,,,
Kasi bintang tiga dulu soal nya belum lancar,neg,,,neg
Aplikasi babi... Ga bisa nonton indosiar .. babiii..,neg,,,neg
Kenapa kalo nonton video nya harus berbayar,,neg,,
Gue udah bayar tapi tetep ga bisa nonton,,neg,,
"Saya kasih bintang 1 saja cukup daripada ga sama sekali kan...TOLONG siaran langsung BWF diadakan lagi, Okem",,,neg,neg
"Film Dan Series Nya Seru Seru, Paket Langganannya Pun Cukup Terjangkau, Dan Sangat Membantu Menamani Waktu Luang Ku 😄",,pos,pos,pos
"Tolol gak bisa bayar panganan,pulsa + saldo shope gak kebaca",,neg,,neg
Mana internya? Di jadwal sassuolo vs inter yg disiarkan NASCAR. Ga jelas!,,,neg,neg
"mau langganan aja di persulita pulsa 35 rb tpi dftr langgana 29 rb msa keterangan pulsa tidak mncukupi ,gimana ini aplikasi sih min",,neg,,neg
Menag gratis awalnya doank. Kebelakang mengecewakan. Nyesel install,,neg,,neg
"Mau nanya gengs, ko saya mau nonton totthenam/Liverpool kok gk bisa yah di sini padahal di SCTV",neg,,,
"Mohoh info nya ""Sesi DRM Kamu berakhir"" saya sudh bayar berlangganan",neg,,,
"udah beda dari yang dulu, makin nggak asik sekarang",,,,neg
Percuma orang sdah daftar premier tapi vidonya terjadi masalah terus,neg,,,neg
"yg bener aja anjir udh bayar diproses mulu gaberes"" ampe match nya kelar",,neg,,neg
"Aplikasi sampah kalau orang sudah melakukan pembayaran itu segera di ACC jangan menunggu, tidak untuk di download ini",,neg,,neg
Kenapa gak ada MNCTV padahal MNCTV itu ada Upin dan Ipin lalu pada zaman dahulu plis gw pengen ada MNCTV,,,neg,
gi enk nonton resah bangt sama iklan nya haduhhhᥬ😤᭄ ᥬ😤᭄ ᥬ😤᭄,,,neg,neg
Bagus sih tapi kurang komplit,,,neg,pos
"Kenapa pas mau nonton piala aff u19 yang ada timnasnya suruh beli paket, kalo nonton yg timnas gak main bisa2 aja",,neg,,
Sudah daftar paket premium..malah eror terus..Anakk setan,neg,,,neg
Bagus tapi banyakin yg gratisnya ya wkwkwk,,neg,,pos
"Bgus, cmn channel nya jadi gk lengkap, sprti RCTI, gtv, mnctv jadi gaada",,,neg,pos
Bagus banget aku suka nonton di sini vidiona lengkap,,,pos,pos
Beli paket hari ini tanggal 14/09 tapi kenapa paketnya aktif dari 01/09 rugi dong GW..,,neg,,neg
Knapa sekarang bayar pakai plsa gak bisa plsa masih cukup untuk pmblian tpi gak bisa knapa,,neg,,
Udah bayar malah gak muncul...,,neg,,
apk aj ga bisa pilih metode pembayaran,,neg,,
Percuma dah berbayaran tapi masih ngelag ngelag juga👎👎,neg,,,neg
"Saya beri 2 bintang dulu, nanti kalau puas sama aplikasinya saya tambah lagi bintangnya",,,,neg
Suka ga bisa kalo mau nonton live streaming,neg,,,
Aplikasi nya bagus banget no debat,,,,pos
Suka. Karna bisa streaming tv nasional gratis 😁,,pos,,pos
Mau paket premium ko ribet banget ya,,neg,,
"Nonton piala presiden ngelag, pke wifi 50mbps, 720P aj lagh parah, daran min kasi tau ajukan proposal perbaiki server ny, jgan pas rame yg nonton jdi lagh, oas sepi penonton lancar",neg,,,
Ga suka karna banyak yg harus bayar,,neg,,neg
Paketan masih sisa 2 hari tapi gak bisa dibuka,,neg,,
Bagus banget 😊😊😊 🥰🥰🥰 Karena bisa menonton film yg kelewat di SCTV,pos,,,pos
"Jangan buat saya kecew lagi yah kaya di tetangga sebelah berikan yang terbaik untuk Vidio""🥰🥰🙏🙏",,,,pos
Aplikasi ini bagus banget aku suka nonton film di aplikasi ini,,,,pos
saya dah daftar paket tapi koq gk aktif aktif,,neg,,
Bagus dan lengkap saya sangat menyukai aplikasi Vidio👌🥰,,,pos,pos
Gimana sih yang bikin aplikasi kasihan kan yang lagi live,,,,neg
Paket platinum nganggur kebanyakan error,neg,,,
Aplikasi apa an.. Ga bisa di buka rugiiiiiiiii... Eror.,neg,,,neg
Bagus bngttt itu yg komen ga bagus utu jaringan atau HP elu yg lemottt rusak dahhh wkwkwkwk candaaa breee mintabeli baruu hhhaaa candaaa breee aiuuuu,,,,pos
Vidio memang bagus acara beserta gambarnya.,pos,,pos,
Siaran nya butut gak banget deh kalau karena terpaksa....,neg,,,neg
Kalau ga mau nonton iklan mending gak usah download gays iklan nya lamaaaa bngttttt mending cari apk lain,,,neg,neg
banyak gk jelas acara aplikasi ini,,,,neg
Apl burik nonton live gkbisa harus baryar.,,neg,,neg
"Tayangan ngaco, siaran bola yg diyangin balap.",,,neg,
2 Minggu SDH bayar langganan tapi ga bsa digunakan gmna ini Vidio,,neg,,
Ka paketin kartu indosat gimana ya..susah amat mau streaming,,neg,,
Vidio ini sangat keren tapi dibayar,,neg,,pos
"Enak sih buat nonton apalagi yang premium no iklan,Saranan Min sedia in fitur langganan premium gratis sebulanan min",,neg,,pos
Assalamu'alaikum nama aku Alyssa aplikasi ini sangat bagus👍,,,,pos
Timnas main pun msh diacak juga...👎👎👎,neg,,,
Wah aplikasi nya bagus banget,,,,pos
Pake otak mau nonton timnas Indonesia kita sendiri aja harus bayar kek mana mau di dukung dari rumah,,neg,,
"Sekarang paketnya mahal, saran ke apk laen aja kak",,neg,,neg
"Cuma RCTI+ yang gratis, salut sama RCTI+",,neg,,
Mantap trimksh..aplikasi in sgt mmbantu ...mnonton sinetron,,,,pos
Ini mah sama aja internet juga kalo abis ga biss nonton vidio nya,neg,,,
Min tolong tambahin kalau orang yg kita follow lagi live dapet notif juga. Soalnya ketinggalan mulu kalau sir pai live😅,neg,,,
Gara gara ini apk gw jadi gak ketinggalan sepak bola,,,,pos
Sering error jadi males nonton,neg,,,neg
"Aplikasi jelek, jangan di download",,,,neg
"knp pas mau nonton bola hrs premier?miskin bat ni apk hrs premier, kasian org yg ongn nntn bola tp ga punya uang pantes dikit yg dwnld kwwkwwkwk lawack min",,neg,,
2 * dulu nanti klo bagus di tambah lagi * nya,,,,neg
tambahkan fitur Kecepatan Pemutaran seperti YouTube & Bstation kakehan iklan,neg,,neg,
Udah bayar malah gak bisa..pas mau nonton pula.,,neg,,
MIKIR LAH WOI!!! JANGAN BAYAR OTOMATIS NAPA!! ITU DUIT GW ILANG AJNG!!! MIKIRRRR BISMILLAH BANGKRUT LU!! Aaaminn!!.,,neg,,neg
Tambahin komedi yg lebih banyak lagi,,,neg,
Sipp dah top bgt bisa nonton pokok'e,,,,pos
wah pidio aports ini memang menyenangkan,,,,pos
Nnton sma iklannya lbh bnyk iklannya giliran film nya mulai ngadat mulu,neg,,neg,
Sampah kenapa pas mau lihat s Drama tulisanya eror mulu padahal g ada salah apa apa,neg,,,neg
Mau berlanggan pake pulsa susah banget👎padahal pulsa sudah ada,,neg,,
Tolong tambahkan BRTV. RODJA TV DI VIDIO.,,,neg,
Susah amat beli premium nya,,neg,,
Aplikasi ini bagus banget terimakasih 😍,,,,pos
RCTI gtv ko ga ada ya apa udah puny apk sendiri RCTI plus,,,neg,
Teuteup aja ga bisa nonton 🤦🤦🤦bola,neg,,,
Mengecewakan ga bisa di beli paket via pulsa,,neg,,neg
Kurang memuas kan knp semua liga 1 indonesia tdk bisah d tonton,neg,,,neg
Jeda nya jauh dengan real maupun di tv sekitar 2 menit berbenahhh,neg,,,
Sangat bagus dan semuanya terbaru deh....,,,pos,pos
Apk'Nya Bgus Bisa Di Pakai Kalo Tv Rusak Ataupun Bagi Teman - Teman Yang Tidak Mempunyai Tv Di Rmh Ayoo Silakan coba apk Ini,,,,pos
Apk anjg gk bisa gratis bola,,neg,,neg
"Filmnya, film lama semua payah ..",,,neg,neg
Cuman bisa ksi bintang 3 karena ad yg kuranggg,,,,neg
Tidak bisa menerima kode otp,neg,,,
Lu mau nayangin siaran yg di-inginkan pelanggan apa nayangin iklan?!!! SAMPAHH,,,neg,neg
"Apk jualan iklan, dasar setan auto uninstall",,,neg,neg
Kasi opsi aspekrasio min layarnya biar full dihp,neg,,,
"saya suka, memuas kan, saya beri 5 binyang",,,,pos
Aku kasih 3 bintang jika asik dan full film aku kasih semua bintang,,,neg,neg
Apk yang bagus sangat bagus,,,,pos
Aplikasi yang sang at bagus,,,,pos
Saya sudah beli paket langganan tapi tidak bisa digunakan.????,,neg,,
Mau nonton liga indo aja harus bayar😭,,neg,,
Mau nonton streaming bola aja susahnya minta ampun,,,,neg
Tanpa mantau tv dgn vidio ini ada mantap,,,,pos
paket diamond kenapa ada iklan??????????,,,neg,
Sangat bagus sekali Apk nya,,,,pos
Apk apaan nihh jaringannya bermasalah truss,neg,,,neg
Ud berlangganan tp masih aj byk di block asal nonton bola,neg,,,
Wah seru banget nonton live streaming sepak bola di vidio tanpa kendala koneksi wah slebeww,pos,,,pos
Sy udh byr tp gk bisa nonton cuk,,neg,,
Apk tytyd. Film baru semenit. Iklannya 5 jam,,,neg,neg
Bagus sih tapi suka kadang² eror,neg,,,pos
knpa kgk bisa di perbarui y,neg,,,
Persita dan Psis layanan streaming yang sangat buruk,neg,,,
"Untuk vidio diamond aja ga dapet siaran motoGP , PARAH 👎👎👎",,neg,,neg
Episode nya ga langsung ada di hari itu,,,neg,
"Gajelas, gabisa nonton li v e streaming Ngtd",neg,,,neg
Kenapa akun sy tdk bisa langganan tapi bnyar nya pakai pulsa,,neg,,
Aplikasinya jelek banget burik apa aja harus bayar,,neg,,neg
Aplikasi payah jangan didownload dah,,,,neg
Acara tv nya gak lengkap ini mah acara indosiar doang,,,neg,
knpa saya gk bisa belik premiun bnyak gangguan,neg,,,
Apk jelek gak pengen langganan kok main sedot dana aja,,neg,,neg
Lumayan bisa lihat acara yg tertinggal,,,,pos
Ko saya gak bisa daftar diamont IPL ya yg 59rbu padahal pulsa saya ada 70rbu kenapa ya,,neg,,
Tolong hapuskan penangguhan saya agar saya bisa berlangganan platinum video,,neg,,
Kenapa saya tidak bisa membeli paket satu bulan,,neg,,
aplikasi video ini sgt mmbntu sy bgus siaranya,,,,pos
"Mau perpanjang premier ga bisa, eror mulu",neg,,,
"APK CACAT SDH LANGGANAN TAPI GAK BISA LIVE STREAMING, ALASANNYA GANGGUAN, SIALAN BETUL. KNP PAS JADWALNYA SIARAN LIVE F1 MALAH GANGGUAN AKU CEK KLIK TV2 YG LAIN JUGA GAK BISA DITONTON ALASANNYA JUGA SAMA ""GANGGUAN"". BERHENTI AJA GAK USAH JD PENYIAR TV KALO GAK BECUS. SAMPAH",neg,neg,,neg
Bayar Premium Makin Malah Di Tambah PPN Segala Gak Guna Tapi Masih Buat 1 Bulan Saja Rugi Di Bodohin Kita,,neg,,neg
Ko tidak bisa cari video/film yang kita cari,neg,,,
TAYANGAN BRI LIGA 1 DELAY UDAH BAYAR MASIH AJA DELAY MASA TAYANGAN NYA KALAH SAMA YANG GRATISAN APLIKASI GRATISOE TV 👎🖕,neg,neg,,neg
Bintang 1 buat Aplikasi abal2 neh....,,,,neg
"Katanya gratis,tapi masih harus bayar?gimana sihh",,neg,,
Aplikasi sampah mending pake aplikasi sebelah,,,,neg
Udah ambil paket 1 tahun rcti malah gak ada diadap banget,,,neg,neg
Gak bisa setel tanyangan ulang trans7,neg,,,
Kerennnn bisa lihat tv dimana saja,,,,pos
Katanya di iklan gratis nonton nyatanya harus beli primer mana Bates nonton 2 menit doang,,neg,,
aplikasi bego lama banget prosesnya tolol,,,,neg
Apli kasih nya bagus banget,,,,pos
"Jgn download aplikasi baby ini,gc guna aplikasih nya.bagusan di hapus aj ini aplikasinya.",,,,neg
Sering eror &jaringan buffering Mulu payah udah berlangganan bikin kecewa,neg,,,neg
Mau nonton ribet amat pake duit segala gw hpus lg aja ni apk dr hp gw,,neg,,neg
Kok durasinya gak panjang panjang,,,neg,
Enak poll Tapi iklane gak kenek di skip,,,neg,pos
KOK PREMIUM????? SEMOGA DI UPTADE GRATISS,,neg,,
Tayangkan siaran langsung seperti dulu,neg,,,
"Gimana mau dukung indonesia , katanya hak siar gak di blokir",neg,,,
Aplikasi Busuk... Nyeesellll download apikasi ini,,,,neg
Bagus banyak filem anak anak.,,,pos,pos
Sampah kebanyakan bayar w rakyat miskin wifi numpang tetangga,,neg,,neg
Sangat bagus sekali sya senang,,,,pos
Jelek !!! Loading lama banget ..,neg,,,neg
"Dipaksa membayar, pengen bahagia aja harus bayar",,neg,,
Info nonton bola tanpa bayar striming,,neg,,
Anjinglah Uda di bayar kok ngak bisa nonton,,neg,,neg
Sy sdh bayar koq nggak bisa nonton epl,,neg,,
saya suka dan sangat membantu,,,,pos
"Gk jelas dah apk ini, banyak iklan dan live terganggu",neg,,neg,neg
Knp sekarang gx bs nonton yg ulangan yg kmren punya ya...,neg,,,
Entah kenapa gk bisa di buka,neg,,,
sulit untuk pakwtan jika plsa cmn pas 30.000,,neg,,
baguss tapi kok RCTI nya gada,,,neg,pos
Mending nonton di facebook dari pada berbayar,,neg,,
Kalo mau nonton iklan ya disini,,,neg,
Alive apaan ni ko tutup juga gak bisa dibukak,neg,,,
"Aplikasi sampah., Buang buang kuota",,,,neg
Kwalitas siaran buruk... Berbayar kok gini...,neg,,,
Bagus banget untuk nonton bintang samudra🥰👏👏,,,,pos
SINYAL WIFI BAGUS TAPI KO MASIH MUTER AJA PAS LG LIVE STREAMING NYESEL GUE BERLANGGANAN,neg,,,neg
3 dulu nanti kalau udah nyaman kasih bintang. 5,,,,neg
"Uninstall lagi soalnya lokadrama ""lara ati"" Dah abis. Terimakasih sudah menayangkan lokadrama lara ati",,,,pos
suka cenel apa aja bsa kita tntn,,,pos,pos
"Kasih dua dulu,kalau bagus baru kasih bintang 100",,,,neg
"Percuma langganan, kalo nayangin masih ngaret",neg,,,neg
Lebih keren lg kalau ada badminton nya,,,neg,
"Sial,,,, Udah Beli Paket kok Masih Terputar Putar Aja Terus Kerjanya.... Merugikan + Pembodohan",neg,,,neg
Kbanyakan bayar yg gratid dikiit Gak kayak aplikasi sebelah,,neg,,
Ini nonton video apa nonton iklan,,,neg,
film islaminya tdk ada. Tdk lengkap.,,,neg,
Lain kali tambahin siaran langsung bulutangkis dong,,,neg,
Sering banget Buffer... malesin. Bikin BT,neg,,,neg
kenapa tidak bisa membAyar premier,,neg,,
2x jadwal nonton inter ga sesuai gara2 balapan.yg salah beinnya apa vidionya ini?,,,neg,
"Apk gk guna jgn di download,,",,,,neg
Aplicasi taik Siarannya nggak bagus ngloding mulu..,neg,,,neg
"Sumpah jangan mau install apk ini jelek amat, mending apk yang lain aja.",,,,neg
Terima kasih atas pengalaman yang dimuat oleh aplikasi Vidio,,,,pos
"Patah patah, males nambah berlangganan",neg,,,neg
Setiap bola live.di suru ikut langgann gak asik video gak beguna,,neg,,neg
"KEMBALIKAN CHANNEL DA VINCI PLEASE !! DA VINCI ITU KONTENNYA BERMUTU, DAN MENAMBAH WAWASAN & PENGETAHUAN ! Justru slh 1 alesan aku make Vidio Platinum biar bisa nonton Da Vinci. Kenapa Da Vinci sekarang hilang dari Vidio !!!???",,,neg,
Aplikasi yg harusbeli paketan dulu,,neg,,
Admin tolong narutonya d lanjut 🙏 Karna kami ingin menostalgia masa kecil kmi,,,neg,
Tidak jelas jangan download ya kawan kawan yang ada anda kecewa,,,,neg
Min tolong upload sinetron biru pmran amanda manopo makasih mudah2an dibaca dan dibales.,,,neg,
Apk haram udah gak belangganan masih aja nyedot duit gua kntl,,neg,,neg
Tidak usah beli tv lagi,,,,pos
"filmnya belum update, film hollywoodnya kurang",,,neg,
Menurut saya aplikasi ini bagus,,,,pos
"Apl gaje aj9 ,udah beli tapik riwayat bbelum kan aj9",,neg,,neg
Kasih 2 dulu so aplikasi mau dibayar,,neg,,neg
Banyak iklanya jadi gak seru,,,neg,neg
Macet macet di live nya,neg,,,
Beli paketan nya gax bisa pakai pulsa ya???,,neg,,
Nonton iklan bukan nonton film,,,neg,
Vidio nya bagus ko makannya ku kasinh bintang lima,,,,pos
Mantap baru mulai nayangin naruto shipuden nih guys,,,pos,pos
"Sampah kapitalis, iklan elite kualitas sulit",,,,neg
update kok tiap hari huh,neg,,,
Brapa detik doang gratisnya selebihnya bayar,,neg,,
Aplikasi sekarang ribet amat sih,,,,neg
2 bintang dlu nti kalau bagus baru ditambah,,,,neg
nggk ada spacetoon kurang seru,,,neg,neg
Mau nonton bola harus berlangganan ya?:),,neg,,
Kalau di bayar bilng drii episode awall jngn pas episode 3 bruu minta duit aplikasi gak guna SII enakan viu,,neg,,neg
Bagus dan saya senang sekali,,,,pos
Pas saya mau nonton yang aku suka malah ga bisa di puter film nya,neg,,,
Sangat bagus tapi kok mahal biayanya tapi saya suka,,neg,,pos
Jelek parah... Mau nonton sea games aja gabisa,neg,,,neg
Kenapa sekarang saya ga bisa liat siaran lngsung bola 😒 ksell,neg,,,neg
ini mau nonton drama apa iklan sih?,,,neg,
Bagus sih tapi kenapa harus bayar kalo nonton jefri nikcol di episode 3,,neg,,pos
Saya disuruh bayar walaupun saya tidak nonton yang premier hanya bri liga1,,neg,,
Lumayan menghibur tapi kurang lengkap,,,neg,pos
Aplikasi nya bagus banget pokok nya 😍😍,,,,pos
"Udaah nonton pake data,masih mnta bayaran",,neg,,
Cobalah indonesia ini buat aplikasi gratis....aplikasi asunnnn,,neg,,neg
Coba tolong di perbaiki sudah darj serigala trakhir season2 part 4 sistem ganggua. Mohon segera di perbaikin,neg,,,neg
Aplikasinya tu bgs bgt aku suka bnget sma aplikasi ini🤗,,,,pos
Bagus tp sayang vip nya terlalu mahal,,neg,,pos
"Keren,, aku bisa nonton sinetron favorit aku, puas deh 😘😘😘😍",,,,pos
Knpa sih hrus bayar nonton bola aj g bisa apa d gratisin kya sintrn,,neg,,
Mahal bre gak cocok buat kantong anak kos,,neg,,
LOL ! Percuma berlangganan pun kalo server sering down,neg,,,neg
Udah bayar tapi gak bisa nonton live motogp,,neg,,
seneng bgt banyak film baguss,,,pos,pos
"Tolong lahh masa mau nonton videoo ikann mullu,jadi bikin ga mood.",,,neg,neg
"Vidio nya bagus bagus ,GK nyesel download aplikasi ini",,,pos,pos
Mantap bngt da pokokny bsa ntn semua di vidio..,,,,pos
Gatau.. suka emosi aja klo live stream pake apl ini pdhl udh berlangganan mahal-mahal,,,,neg
Ini ngebantu banget sih buat nonton suster El,,,,pos
Ini kenapa lagi ya Allah gaada suaranya. Apk idiot,neg,,,neg
Parah kali sih masak ya udh beli paket gak bisa nntn Alasannya konten gak ada di negara kamu lawak kali gak tu,neg,,,neg
Yang Baca Pliss Jan Download Ga Guna Gue kira 1-2 jam Lag pas diputar 3 Menit Apk aneh,neg,,,neg
Kenapa aplikasi vidio saya down ndak bisa d buka??,neg,,,
Ribet sekali. Mau isi premium susah banget,,neg,,neg
Aplksnya bagusss dan flmnyaa gak ketinggalan episodee...,,,pos,pos
Kalo transaksi x aja lemot otomatis apk x jelek,neg,,,neg
Aku kasih ini dulu ntr kalo aplikasinya bagus aku kasih full,,,,neg
